verwijde	nloorsp	commenta	lrsID	nedespel	hduispel	jaarnl	herknl	oorsprnl	nedecog	hduitcog	nedetran	hduitran	herkhdui	oorsphdui
 	grijpen	grijpen	 	ingrijpen	eingreifen	1201	1	1	 	 	InGrEip@n	 	1	1
 	betekenen	houden	 	inhouden	behalten	901	1	1	 	 	InhAud@n	 	1	1
 	bevatten	houden	 	inhouden	enthalten	901	1	1	 	 	InhAud@n	 	1	1
 	voornamelijk!	hoofd	 	hoofdzakelijk	hauptsächlich	901	1	1	 	 	ho:ftsa:k@l@k	 	1	1
 	inhoud	houden	 	inhoud	inhalt	901	1	1	 	 	InhAut	 	1	1
 	eerste	ver	 	in hoeverre!	inwieweit	901	1	1	 	 	InhuvEr@	 	1	1
 	ga_in	gaan	 	ingaan	eingehen	901	1	1	 	 	InGa:n	 	1	1
 	 	eens	 	plotseling	plötzlich	1265	1	1	 	 	plOts@lIN	 	1	1
 	neem_in	nemen	 	innemen	einnehmen	901	1	1	 	 	Inne:m@n	 	1	1
 	initiatief	 	 	initiatief	initiative	1832	6	2	 	 	inisjatif	 	6	2
 	enig	 	 	enige	einige	1230	1	1	 	 	e:n@G@	 	1	1
 	 	 	 	enkel	einzig	1351	1	1	 	 	ENk@l	 	1	1
 	alleen	 	 	slechts	nur	1201	1	1	 	 	slExts	 	1	1
 	slechts	slecht	 	slechts	bloss	1201	1	1	 	 	slExts	 	1	1
 	inbegrip!	 	 	inclusief!	inklusiv	1669	2	2	 	 	Inklyzif	 	2	2
 	inkomen!	komen	 	inkomen!	einkommen	901	1	1	 	 	Inko:m@n	 	1	1
 	 	 	 	inleveren	einliefern	1230	6	2	 	 	Inle:v@r@n	 	6	2
 	neem	lijf	 	inlijven	eingliedern	901	1	1	 	 	InlEiv@n	 	1	1
 	beginnen	leiden	 	inleiden	einleiten	901	1	1	 	 	InlEid@n	 	1	1
 	innovatie	innoveren	 	innovatie	innovation	1512	6	2	 	 	Inova:tsi	 	2	2
 	!	richten	 	inrichten!	einrichten	1201	1	1	 	 	InrIxt@n	 	1	1
 	inzet	zetten	 	inzet	einsatz	901	1	1	 	 	InzEt	 	1	1
 	zet_in	zetten	 	inzetten	einsätzen	901	1	1	 	 	InzEt@n	 	1	1
 	dring_aan	 	 	insisteren	insistieren	1650	6	2	 	 	Insiste:r@n	 	2	2
 	realiseren	zien	 	inzien	einsehen	1200	1	1	 	 	Inzin	 	1	1
 	 	 	 	inschrijven	einschreiben	1236	2	2	 	 	InsxrEiv@n	 	2	2
 	inspanning	spannen	 	inspanning	anstrengung	1201	1	1	 	 	InspAnIN	 	1	1
 	stel_in	stellen	 	instellen	einstellen	1260	1	1	 	 	InstEl@n	 	1	1
 	stem_in	stem	 	instemmen	einstimmen	901	1	1	 	 	InstEm@n	 	1	1
 	instelling	 	 	institutie	institution	1265	6	2	 	 	Institytsi	 	2	2
 	institutioneel	institutie	 	institutioneel	institutionell	1265	6	2	 	 	Institysjone:l	 	2	2
 	instantie	 	 	instantie	instanz	1472	2	2	 	 	InstAnsi	 	2	2
 	strijd	strijd	 	in strijd met	gesetzeswidrig	1220	1	1	 	 	InstrEitmEt	 	1	1
 	integratie	 	 	integratie	integration	1872	8	2	 	 	Int@Gra:tsi	 	2	2
 	integreren!	 	 	integreren!	integrieren	1775	8	2	 	 	In@Gre:r@n	 	2	2
 	belangstelling	interesse	 	interesseren	interessieren	1611	9	2	 	 	Int@r@se:r@n	 	2	2
 	interessant	 	 	interessant	interessant	1762	6	2	 	 	Int@r@sAnt	 	2	2
 	belang	 	 	interesse	interesse	1611	8	2	 	 	Int@rEs@	 	2	2
 	internationale	 	 	internationaal	international	1847	7	2	 	 	Int@rnasjona:l	 	7	2
 	interventie	 	 	interventie	intervention	1592	6	2	 	 	Int@rvEntsi	 	6	2
 	intern	 	 	intern	intern	1619	6	2	 	 	IntErn	 	2	2
 	 	middel	 	gemiddeld	durchschnittlich	1269	1	1	 	 	G@mId@lt	 	1	1
 	investering	investeren	 	investering	investierung	1926	7	2	 	 	InvEste:rIN	 	2	2
 	investeer	 	 	investeren	investieren	1926	7	2	 	 	InvEste:r@n	 	2	2
 	 	imitatie	 	irritant	irritierend	1631	6	2	 	 	iritAnt	 	2	2
 	 	 	 	eten	essen	901	1	1	 	 	e:t@n	 	1	1
 	 	 	 	eten	essen	901	1	1	 	 	e:t@n	 	1	1
 	voedsel_veiligheid	voedsel	 	voedsel_veiligheid	lebensmitttelsicherheit	1287	1	1	 	 	vuts@lvEil@GhEit	 	1	1
 	eeuw	 	 	eeuw	jahrhundert	901	1	1	 	 	e:u	 	1	1
 	geven	 	 	geven	geben	901	1	1	 	 	Ge:v@n	 	1	1
 	eerder	 	 	eerder	früher	1637	1	1	 	 	e:rd@r	 	1	1
 	 	 	 	eerder	eher	1637	1	1	 	 	e:rd@r	 	1	1
 	eerder!	 	 	eerder!	vielmehr	1637	1	1	 	 	e:rd@r	 	1	1
 	 	 	 	jagen	jagen	1201	1	1	 	 	ja:G@n	 	1	1
 	behoor	 	 	behoren	gehören	1201	1	1	 	 	b@ho:r@n	 	1	1
 	horen	 	 	horen	hören	1200	1	1	 	 	ho:r@n	 	1	1
 	gelden	 	 	gelden	gelten	1237	1	1	 	 	GEld@n	 	1	1
 	geldende!	gelden	 	geldend!	geltend	1237	1	1	 	 	GEld@nt	 	1	1
 	 	 	 	jullie	euer	1601	1	1	 	 	jYli	 	1	1
 	jullie	 	 	jullie	ihr	1601	1	1	 	 	jYli	 	1	1
 	enige	 	 	enig	einzig	1230	1	1	 	 	e:n@x	 	1	1
 	hier	 	 	hier	hier	1236	1	1	 	 	hir	 	1	1
 	hier	 	 	hier	hier	1236	1	1	 	 	hir	 	1	1
 	 	 	 	aardappel	kartoffel	1351	1	1	 	 	a:rdAp@l	 	5	9
 	 	 	 	jarig	geburtstag	1201	1	1	 	 	ja:r@x	 	1	1
 	 	 	 	verjaardag	geburtsdag	1691	1	1	 	 	v@rja:rdAx	 	1	1
 	jaarlijks	jaar	 	jaarlijks	jährlich	1236	1	1	 	 	ja:rl@ks	 	1	1
 	u	 	 	u	sie	1573	1	1	 	 	y	 	1	1
 	 	 	 	uw	ihr	901	1	1	 	 	yw	 	1	1
 	 	 	 	jong	junge	1220	1	1	 	 	jON	 	1	1
 	jong	 	 	jong	jung	1220	1	1	 	 	jON	 	1	1
 	 	 	 	jongen	junge	1479	1	1	 	 	jON@n	 	1	1
 	!	 	 	huidig!	heutig	1409	1	1	 	 	h9yd@x	 	1	1
 	vandaag	 	 	vandaag	heute	1488	1	1	 	 	vAnda:x	 	1	1
 	avond!	 	 	avond	abend	901	1	1	 	 	a:vOnt	 	1	1
 	juni	 	 	juni	juni	1050	2	2	 	 	jyni	 	2	2
 	zichzelf	 	 	zichzelf	sich selbst	1220	8	1	 	 	zixsElf	 	1	1
 	juridisch	 	 	juridisch	juristisch	1751	6	2	 	 	jyridis	 	2	2
 	gisteren	 	 	gisteren	gestern	1265	1	1	 	 	GIst@r@n	 	1	1
 	 	gisteren	 	gisteravond	gesternabend	1265	1	1	 	 	GIst@ra:vOnt	 	1	1
 	justitie	 	 	justitie	justiz	1276	2	2	 	 	jYstitsi	 	2	2
 	zojuist	juist	 	zojuist	gerade	1337	6	2	 	 	zo:j9yst	 	1	1
 	 	 	 	kwartier	viertelstunde	1281	6	2	 	 	kwArtir	 	1	1
 	 	 	 	wandelen	spazieren gehen	1201	1	1	 	 	wAnd@l@n	 	5	2
 	kader	 	 	kader	rahmen	1816	6	2	 	 	ka:d@r	 	1	1
 	 	 	 	sleutel	schlüssel	1201	1	1	 	 	sl2:t@l	 	1	1
 	kaart!	 	 	kaart	karte	1277	2	3	 	 	ka:rt	 	2	3
 	 	 	 	cadeau	geschenk	1824	6	2	 	 	kAdo:	 	1	1
 	cacaoboter	Spaans/Indiaans	 	cacaoboter	kakaobutter	1596	2	3	 	 	kAkAubot@r	 	2	3
 	kandidaat_lidstaat	 	 	kandidaatlidstaat	kandidatmitgliedstaat	 	5	8	 	 	kAndida:tlItsta:t	 	5	5
 	kant	 	 	kant	seite	1248	6	2	 	 	kAnt	 	1	1
 	capaciteit!	 	 	capaciteit!	kapazität	1777	6	2	 	 	kApAsitEit	 	2	2
 	kapitaal	 	 	kapitaal	kapital	1567	5	2	 	 	kapita:l	 	5	2
 	 	 	 	kar	karre	1201	2	2	 	 	kAr	 	2	2
 	efficiëntie!	 	 	karakter	charakter	1484	6	3	 	 	karAkt@r	 	6	3
 	 	 	 	carnaval	karneval	1673	6	5	 	 	kArnAvAl	 	5	5
 	ramp	 	 	catastrofe	katastrophe	1824	6	2	 	 	kAtAstrO:f@	 	2	3
 	 	 	 	kerel	kerl	1271	1	1	 	 	ke:r@l	 	1	1
 	 	 	 	camping	camping	1958	7	2	 	 	kEmpIN	 	7	2
 	 	 	 	kamer	zimmer	1201	2	3	 	 	ka:m@r	 	1	1
 	 	 	 	kopen	kaufen	1220	2	3	 	 	ko:p@n	 	2	3
 	keer	keren	 	keer	mal	901	1	1	 	 	ke:r	 	1	1
 	beroep!	 	 	keren!	wenden	901	1	1	 	 	ke:r@n	 	1	1
 	kies	 	 	kiezen	wählen	1201	1	1	 	 	kiz@n	 	1	1
 	 	 	 	kilo	kilo	1866	6	3	 	 	kilo:	 	6	3
 	kunnen	 	 	kunnen	können	1236	1	1	 	 	kYn@n	 	1	1
 	 	 	 	kennen	kennen	901	1	1	 	 	kEn@n	 	1	1
 	nadruk	 	 	nadruk	betonung	1785	8	1	 	 	na:drYk	 	2	3
 	 	 	 	krabben	kratzen	1400	1	1	 	 	krAb@n	 	9	9
 	 	 	 	kleed	kleid	1220	1	1	 	 	kle:t	 	1	1
 	 	 	 	klagen	klagen	1237	1	1	 	 	kla:G@n	 	1	1
 	 	 	 	kleren	kleidung	1521	1	1	 	 	kle:r@n	 	1	1
 	duidelijk	 	 	helder	klar	1573	8	1	 	 	hEld@r	 	6	2
 	 	 	 	klaar	fertig	1200	2	2	 	 	kla:r	 	1	1
 	 	 	 	puur	pur	1265	6	2	 	 	pyr	 	2	2
 	!	 	 	klaren!	klären	1200	2	2	 	 	kla:r@n	 	2	2
 	 	 	 	klikken	klicken	1691	1	1	 	 	klIk@n	 	1	1
 	 	 	 	klinken	klingen	1285	1	1	 	 	klINk@n	 	1	1
 	 	 	 	klant	kunde	1350	6	2	 	 	klAnt	 	1	1
 	kloppen!	 	 	kloppen	klopfen	1276	1	1	 	 	klOp@n	 	1	1
 	 	 	 	club	klub	1800	6	7	 	 	klYp	 	7	5
 	aanvullen!	 	 	completeren!	komplettieren	1824	6	2	 	 	kOmpl@te:r@n	 	6	2
 	 	 	 	knap	fähig	1501	1	1	 	 	knAp	 	1	1
 	 	 	 	knijpen	kneifen	1599	1	1	 	 	knEip@n	 	1	1
 	 	 	 	knippen	schneiden	1477	1	1	 	 	knIp@n	 	1	1
 	 	knoop	 	knopen	binden	1265	1	1	 	 	kno:p@n	 	1	1
 	 	 	 	knop	knopf	1201	1	1	 	 	knOp	 	1	1
 	 	 	 	koken	kochen	1287	2	2	 	 	ko:k@n	 	6	2
 	 	 	 	koud	kalt	1287	1	1	 	 	kAut	 	1	1
 	 	 	 	koffie	kaffee	1640	7	5	 	 	kOfi	 	6	5
 	collega	 	 	collega	kollege	1643	2	2	 	 	kOle:Ga:	 	2	2
 	collectief	 	 	collectief	kollektiv	1669	6	2	 	 	kOlEktif	 	6	2
 	komen	 	 	komen	kommen	901	1	1	 	 	kOm@n	 	1	1
 	 	huis	 	komen thuis	nach hause kommen	901	1	1	 	 	ko:m@n t9ys	 	1	1
 	opmerking	 	 	commentaar	kommentar	1697	6	2	 	 	kOm@nta:r	 	2	2
 	commissie	 	 	commissie	kommission	1370	2	2	 	 	kOmIsi	 	2	2
 	comité	 	 	comité	komitee	1729	6	7	 	 	kOmite:	 	6	7
 	commissaris	commissie	 	commissielid	kommissionsmitglied	1370	1	1	 	 	kOmIsilIt	 	1	1
 	 	 	 	computer	computer	1965	7	6	 	 	kOmpjut@r	 	7	6
 	ingewikkeld!	compliceren	 	gecompliceerd!	kompliziert	1847	6	2	 	 	G@kOmplise:rt	 	6	2
 	compromis	 	 	compromis	kompromiss	1351	6	2	 	 	kOmpromi	 	2	2
 	conferentie	 	 	conferentie	konferenz	1592	6	2	 	 	kOnf@rEnsi	 	2	2
 	conflict	 	 	conflict	konflikt	1658	2	2	 	 	kOnflikt	 	2	2
 	confronteren	 	 	confronteren	konfrontieren	1669	6	2	 	 	kOnfrOnte:r@n	 	2	2
 	conclusie	 	 	conclusie	konklusion	1285	6	2	 	 	kOnklyzi	 	6	2
 	concreet	 	 	concreet	konkret	1895	2	2	 	 	kOnkre:t	 	2	2
 	concurrentievermogen!	 	 	concurrentiekracht	wettbewerbsfähigheit	 	1	1	 	 	kOnkyrEnsikrAxt	 	1	1
 	concurrerend!	concurreren	 	concurrerend!	konkurrierend	1531	2	2	 	 	kOnkyre:r@nt	 	2	2
 	gevolg	consequent	 	consequentie	konsequenz	1648	6	2	 	 	kOns@kwEnsi	 	2	2
 	concentreren	 	 	concentreren	konzentrieren	1777	6	2	 	 	kOnsEntre:r@n	 	6	2
 	 	 	 	constant	konstant	1503	6	2	 	 	kOnstAnt	 	2	2
 	constateren	 	 	constateren	konstatieren	1824	6	2	 	 	konstAte:r@n	 	6	2
 	grondwet	 	 	constitutie	konstitution	1537	6	2	 	 	kOnstitytsi	 	2	2
 	grondwettelijk!	constitutie	 	constitutioneel	konstitutionell	1537	6	2	 	 	kOnstitysjone:l	 	6	2
 	constructief!	 	 	constructief!	konstruktiv	1332	6	2	 	 	kOnstrYktif	 	2	2
 	consumentenbescherming	 	 	consumentenbescherming	verbraucherschutz	1872	1	1	 	 	kOnzymEnt@nb@sxErmIN	 	1	1
 	contact	 	 	contact	kontakt	1887	6	2	 	 	kOntAkt	 	2	2
 	continent	 	 	continent	kontinent	1824	6	2	 	 	kOntinEnt	 	2	2
 	controleren	controle	 	controleren	kontrollieren	1866	6	2	 	 	kOntrole:r@n	 	6	2
 	verklaring	engageren	 	engagement!	engagement	1650	6	6	 	 	AnGazj@mEnt	 	6	6
 	betrekken!	 	 	engageren	engagieren	1650	6	6	 	 	AnGazje:r@n	 	6	6
 	controle	 	 	controle	kontrolle	1866	6	2	 	 	kOntrO:l@	 	6	2
 	verdrag	 	 	conventie	konvention	1521	6	2	 	 	kOnvEnsi	 	2	2
 	coördineren!	 	 	coördineren!	koordinieren	1658	2	2	 	 	koOrdine:r@n	 	2	2
 	 	 	 	kop	kopf	1265	2	9	 	 	kOp	 	2	9
 	 	 	 	kost	kost	1201	2	2	 	 	kOst	 	2	2
 	kost	 	 	kost	kost	1201	2	2	 	 	kOst	 	2	2
 	 	 	 	kosten	kosten	1240	6	2	 	 	kOstEn	 	6	2
 	 	 	 	kat	katze	1201	9	9	 	 	kAt	 	9	9
 	krediet	 	 	krediet	kredit	1569	5	2	 	 	kr@dit	 	5	2
 	kracht	 	 	kracht	kraft	901	1	1	 	 	krAxt	 	1	1
 	krachtig	 	 	krachtig	kräftich	901	1	1	 	 	krAxt@x	 	1	1
 	krijgen	 	 	krijgen	bekommen	1265	1	1	 	 	krEiG@n	 	1	1
 	creëren	 	 	creëren	kreieren	1650	2	2	 	 	kree:r@n	 	2	2
 	 	 	 	correct	richtig	1553	6	2	 	 	kOrEkt	 	1	1
 	correct	 	 	correct	korrekt	1553	6	2	 	 	kOrEkt	 	2	2
 	 	 	 	juist	recht	1337	6	2	 	 	j9yst	 	1	1
 	juist	 	 	juist	richtig	1337	6	2	 	 	j9yst	 	1	1
 	recht!	 	 	juist!	gerecht	1337	6	2	 	 	j9yst	 	1	1
 	net	 	 	net	ordentlich	1456	6	2	 	 	nEt	 	2	2
 	net	 	 	net	säuberlich	1456	6	2	 	 	nEt	 	1	1
 	 	 	 	pas	gerade	1605	6	2	 	 	pAs	 	1	1
 	strikt	 	 	strikt	strikt	1477	2	2	 	 	strEN	 	1	1
 	 	 	 	net	nett	1456	6	2	 	 	nEt	 	5	2
 	misdaad	 	 	criminaliteit	kriminalität	1865	6	2	 	 	kriminalitEit	 	6	2
 	criterium	 	 	criterium	kriterium	1872	2	3	 	 	krite:riYm	 	2	3
 	kritiek	 	 	kritiek	kritik	1761	6	3	 	 	kritik	 	6	3
 	kritiek!	 	 	kritiseren!	kritisieren	1698	8	3	 	 	kritize:r@n	 	6	3
 	kritisch!	 	 	kritisch!	kritisch	1696	8	3	 	 	kritis	 	6	3
 	crisis	 	 	crisis	krise	1763	2	3	 	 	krizis	 	2	3
 	cruciaal	 	 	cruciaal	entscheidend	1950	6	2	 	 	krysja:l	 	1	1
 	 	 	 	qua	was betrifft	1824	2	2	 	 	kwa:	 	1	1
 	gekwalificeerd	kwalificatie	 	gekwalificeerd	kwalifiziert	1555	6	2	 	 	G@kwalifise:rt	 	2	2
 	kwaliteit	 	 	kwaliteit	kwalität	1561	6	2	 	 	kwalitEit	 	2	2
 	kort	 	 	kort	kurz	1200	2	2	 	 	kOrt	 	2	2
 	kwestie	 	 	kwestie	frage	1265	2	2	 	 	kwEsti	 	1	1
 	 	 	 	kwaad	böse	1201	1	1	 	 	kwa:t	 	1	1
 	kwijting	 	 	kwijting	erlass	1237	6	2	 	 	kwEitIN	 	1	1
 	 	GERARD: RIJ KLOPT NIET	 	kwijt	verloren	1237	2	2	 	 	kwEit	 	1	1
 	quotum	 	 	quotum	quote	1847	2	2	 	 	kwotYm	 	2	2
 	cultureel	 	 	cultureel	kulturell	1950	8	2	 	 	kYltyre:l	 	2	2
 	 	 	 	kut	scheisse	1574	1	1	 	 	kYt	 	1	1
 	 	 	 	lui	faul	1440	1	1	 	 	l9y	 	1	1
 	 	 	 	lachen	lachen	1220	1	1	 	 	lAx@n	 	1	1
 	 	 	 	lamp	lampe	1201	6	3	 	 	lAmp	 	6	3
 	lang	 	 	lang	lang	788	1	1	 	 	lAN	 	1	1
 	lang!	 	 	lang!	lange	788	1	1	 	 	lAN	 	1	1
 	lange!	lopen	 	langlopend!	langfristig	901	1	1	 	 	lANlo:p@nt	 	1	1
 	 	leven	 	leeftijd	alter	901	1	1	 	 	le:ftEit	 	1	1
 	 	 	 	last	last	1275	1	1	 	 	lAst	 	1	1
 	 	laat	 	laatst	neulich	1281	1	1	 	 	la:tst	 	1	1
 	leveren	GERARD: SKAN FÖREDRAG ETC	 	leveren	liefern	1230	6	2	 	 	le:v@r@n	 	6	2
 	leeg!	 	 	leeg	leer	1201	1	1	 	 	le:x	 	1	1
 	laag!	 	 	laag	niedrig	1285	1	1	 	 	la:x	 	1	1
 	lezen	 	 	lezen	lesen	1236	1	1	 	 	le:z@n	 	1	1
 	lezing	lezen	 	lezing	vortrag	1236	1	1	 	 	le:zIN	 	1	1
 	lijden	 	 	lijden	leiden	901	1	1	 	 	lEid@n	 	1	1
 	 	 	 	lekker	lecker	1350	1	1	 	 	lEk@r	 	1	1
 	 	 	 	lesgeven	unterrichten	1201	8	2	 	 	lEsxe:v@n	 	1	1
 	 	last	 	lastig	lästich	1275	1	1	 	 	lAst@x	 	1	1
 	laat	 	 	laat	spät	1281	1	1	 	 	la:t	 	1	1
 	 	GERARD: SKAN BOGSTAV ETC	 	letter	buchstabe	1236	6	2	 	 	lEt@r	 	1	1
 	leiden	 	 	leiden	führen	901	1	1	 	 	lEid@n	 	1	1
 	leider	leiden	 	leider	führer	901	1	1	 	 	lEid@r	 	1	1
 	 	 	 	lief	lieb	901	1	1	 	 	lif	 	1	1
 	!	 	 	lief!	lieb	901	1	1	 	 	lif	 	1	1
 	 	 	 	leem	lehm	901	1	1	 	 	le:m	 	1	1
 	 	 	 	lenen	leihen	1254	1	1	 	 	le:n@n	 	1	1
 	leren	 	 	leren	lernen	901	1	1	 	 	le:r@n	 	1	1
 	 	 	 	leraar	lehrer	1201	1	1	 	 	le:ra:r	 	1	1
 	 	kracht	 	leerkracht	lehrer	901	1	1	 	 	le:rkrAxt	 	1	1
 	leven	 	 	leven	leben	901	1	1	 	 	le:v@n	 	1	1
 	liberal	 	 	liberaal	liberal	1823	6	2	 	 	lib@ra:l	 	6	2
 	liberalisering	liberaliseren	 	liberalisering	liberalisierung	1855	6	2	 	 	lib@ralize:rIN	 	6	2
 	 	 	 	leven	leben	901	1	1	 	 	le:v@n	 	1	1
 	 	 	 	vlak	flach	1561	1	1	 	 	vlAk	 	1	1
 	 	 	 	lijken	gleichen	1450	1	1	 	 	lEik@n	 	1	1
 	lijken	 	 	lijken	ähneln	1450	1	1	 	 	lEik@n	 	1	1
 	lijkt!	 	 	lijken!	scheinen	1450	1	1	 	 	lEik@n	 	1	1
 	zowel	goed	 	zowel	sowohl	1236	1	1	 	 	zo:wEl	 	1	1
 	evenmin	min	 	evenmin	auch nicht	1236	1	1	 	 	e:v@nmIn	 	1	1
 	evenals	als	 	evenals	ebenso	1200	1	1	 	 	e:v@nAls	 	1	1
 	en	zo	 	zoals	wie	901	1	1	 	 	zoAls	 	1	1
 	zoals	zo	 	zoals	wie	901	1	1	 	 	zoAls	 	1	1
 	eveneens	 	 	eveneens	gleichfalls	1350	1	1	 	 	e:v@ne:ns	 	1	1
 	evenwel	wel	 	evenwel	dennoch	1236	1	1	 	 	e:v@nwEl	 	1	1
 	echter	 	 	echter	jedoch	1284	1	1	 	 	Ext@r	 	1	1
 	echter	 	 	echter	allerdings	1284	1	1	 	 	Ext@r	 	1	1
 	niettemin	 	 	niettemin	trotzdem	1201	1	1	 	 	nit@mIn	 	9	9
 	 	 	 	boos	böse	1201	1	1	 	 	bo:s	 	1	1
 	geleden	lijden	 	geleden	her	901	1	1	 	 	G@le:d@n	 	1	1
 	 	 	 	links	links	1477	1	1	 	 	lINks	 	1	1
 	lijst	 	 	lijst	liste	1277	1	1	 	 	lEist	 	1	1
 	laten	 	 	laten	lassen	1236	1	1	 	 	la:t@n	 	1	1
 	klein	 	 	klein	klein	1220	1	1	 	 	klEin	 	1	1
 	lidstaat	 	 	lidstaat	mitgliedstaat	 	2	2	 	 	lItsta:t	 	2	2
 	wellicht	 	 	wellicht	vielleicht	1350	1	1	 	 	wElIxt	 	1	1
 	leggen	 	 	leggen	legen	1201	1	1	 	 	lEG@n	 	1	1
 	liggen	 	 	liggen	liegen	1236	1	1	 	 	liG@n	 	1	1
 	liefst!	lief	 	liefst!	am liebsten	901	1	1	 	 	lifst	 	1	1
 	 	lief	 	liever	lieber	901	1	1	 	 	liv@r	 	1	1
 	geloof	 	 	geloven	glauben	1201	1	1	 	 	G@lo:v@n	 	1	1
 	 	 	 	blond	blond	1285	6	2	 	 	blOnt	 	6	2
 	 	 	 	licht	leicht	1201	1	1	 	 	lIxt	 	1	1
 	licht	 	 	licht	licht	901	1	1	 	 	lIxt	 	1	1
 	landbouw	landbouwer	 	landbouw	landwirtschaft	1514	1	1	 	 	lAntbAu	 	1	1
 	landbouwbeleid!	 	 	landbouwbeleid!	landwirtschaftspolitik	 	1	1	 	 	lAntbAub@lEit	 	1	1
 	 	 	 	langs	entlang	1351	1	1	 	 	lANs	 	1	1
 	loven!	 	 	loven!	loben	901	1	1	 	 	lo:v@n	 	1	1
 	 	 	 	voorlopig	vorläufig	1788	1	1	 	 	vo:rlo:p@x	 	1	1
 	 	 	 	logisch	logisch	1735	6	3	 	 	lo:Gis	 	2	3
 	slagen	 	 	lukken	glücken	1451	1	1	 	 	lYk@	 	1	1
 	 	 	 	gelukkig	glücklich	1201	1	1	 	 	G@lUk@x	 	1	1
 	!	 	 	lokaal!	lokal	1570	6	2	 	 	loka:l	 	6	2
 	 	 	 	los	lose	1277	1	1	 	 	lOs	 	1	1
 	 	 	 	luis	Laus	1285	1	1	 	 	l9ys	 	1	1
 	trekken	 	 	trekken	ziehen	1201	1	1	 	 	trEk@n	 	1	1
 	 	 	 	lullen	quatschen	1537	1	1	 	 	lYl@n	 	1	1
 	 	lul	 	lullig	doof	1717	1	1	 	 	lYl@x	 	1	1
 	luister	 	 	luisteren	zuhören	1357	1	1	 	 	l9yst@r@n	 	1	1
 	men	 	 	men	man	1200	1	1	 	 	mEn	 	1	1
 	mei	 	 	mei	mai	1270	2	2	 	 	mEi	 	2	2
 	maatregel	 	 	maatregel	maßnahme	1734	8	1	 	 	ma:tre:G@l	 	1	1
 	maatschappij	 	 	maatschappij	gesellschaft	1616	1	1	 	 	ma:tsxApEi	 	1	1
 	samenleving	samen	 	samenleving	gesellschaft	1200	1	1	 	 	sa:m@nle:vIN	 	1	1
 	 	 	 	makkelijk	leicht	1327	1	1	 	 	mAk@l@k	 	1	1
 	gemakkelijk	 	 	gemakkelijk	leicht	1201	1	1	 	 	G@mAk@l@k	 	1	1
 	mandaat!	 	 	mandaat!	mandat	1599	6	2	 	 	mAnda:t	 	2	2
 	 	 	 	maandag	montag	1253	1	1	 	 	ma:ndAx	 	1	1
 	manier	 	 	manier	weise	1260	6	2	 	 	manir	 	1	1
 	 	 	 	meer	See	1201	1	1	 	 	me:r	 	1	1
 	 	 	 	maar	nur	1240	1	1	 	 	ma:r	 	1	1
 	 	 	 	maar	aber	1240	1	1	 	 	ma:r	 	1	1
 	maar	 	 	maar	sondern	1240	1	1	 	 	ma:r	 	1	1
 	moet	 	 	moeten	müssen	1201	1	1	 	 	mut@n	 	1	1
 	moet	 	 	moeten	sollen	1201	1	1	 	 	mut@n	 	1	1
 	 	 	 	moeten	sollen	1201	1	1	 	 	mut@n	 	1	1
 	medium	 	 	medium	medium	1668	2	2	 	 	me:diYm	 	2	2
 	 	 	 	mail	mail	1847	7	5	 	 	me:l	 	7	5
 	 	mail	 	mailen	mailen	1847	7	5	 	 	me:l@n	 	7	5
 	mensenrechten	mens	 	menselijk	menschlich	1236	1	1	 	 	mEns@l@k	 	1	1
 	mens	 	 	mens	mensch	1236	1	1	 	 	mEns	 	1	1
 	bijvoorbeeld	 	 	minst	wenigst	1285	1	1	 	 	mInst	 	1	1
 	mechanisme	mechanica	 	mechanisme	mechanismus	1740	8	3	 	 	meGAnIsm@	 	2	3
 	mee	 	 	mee	mit	1236	1	1	 	 	me:	 	1	1
 	 	 	 	met	mit	901	1	1	 	 	mEt	 	1	1
 	mij	 	 	mij	mir	901	1	1	 	 	mEi	 	1	1
 	!	 	 	gezamenlijk	zusammen	1286	1	1	 	 	x@za:m@nl@k	 	1	1
 	gezien	zien	 	gezien	angesichts	1200	1	1	 	 	G@zin	 	1	1
 	 	 	 	meebrengen	mitbringen	901	1	1	 	 	me:brEN@n	 	1	1
 	leiden!	 	 	meebrengen	mitbringen	901	1	1	 	 	me:brEN@n	 	1	1
 	meedelen!	delen	 	meedelen!	mitteilen	901	1	1	 	 	me:de:l@n	 	1	1
 	mededeling	delen	 	mededeling	mitteilung	901	1	1	 	 	me:d@de:lIN	 	1	1
 	 	doen	 	meedoen	mitmachen	901	1	1	 	 	me:dun	 	1	1
 	 	 	 	meegaan	mitgehen	901	1	1	 	 	me:Ga:n	 	1	1
 	mogen	 	 	mogen	dürfen	1200	1	1	 	 	mo:G@n	 	1	1
 	 	kort	 	binnenkort	in kürze	1200	2	2	 	 	bIn@nkOrt	 	2	2
 	binnenkort	 	 	binnenkort	bald	1200	2	2	 	 	bIn@nkOrt	 	1	1
 	 	maken	 	meemaken	mitmachen	901	1	1	 	 	me:ma:k@n	 	1	1
 	 	nemen	 	meenemen	mitnehmen	901	1	1	 	 	me:ne:m@n	 	1	1
 	 	 	 	maken	machen	901	1	1	 	 	ma:k@n	 	1	1
 	zorgmaak	 	 	maken ongerust	sich sorgen	1201	1	1	 	 	ma:k@n OnG@rYst	 	1	1
 	meewerken!	werken	 	meewerken!	mitarbeiten	901	1	1	 	 	me:wErk@n	 	1	1
